,location,text,location2,point,latitude,longitude,altitude
8935,"York, UK",Wall Street Suffers Worst Loss in 12 Years; White House Moots Stimulus PackageWall Street has been hit by the twin… https://t.co/Oahhrb7fcu,"York, Yorkshire and the Humber, England, YO1 8SG, United Kingdom","(53.9590555, -1.0815361, 0.0)",53.9590555,-1.0815361,0.0
8942,"Charleston, SC",I saw someone post on FB about how thankful they are the US isn’t like the other countries going into mass panic an… https://t.co/C9s4T9TA9P,"Charleston, Charleston County, South Carolina, United States of America","(32.7876012, -79.9402728, 0.0)",32.7876012,-79.9402728,0.0
8944,England and Wales,"@ilbastilportino Hello, thank you for your feedback. Please rest assured that our fundraisers have been briefed abo… https://t.co/2V63v4enDY","Wales, Yorkshire and the Humber, England, S26 5RT, United Kingdom","(53.3418732, -1.2789459, 0.0)",53.3418732,-1.2789459,0.0
8945,Global,"Cyprus Coronavirus Stats

Confirmed: 2
Recovered: 0
Deaths: 0
Population: 1,207,359
Infected Rate: 0.000166%
Recove… https://t.co/1fTjSPrOh8","Global, 81, Barber Greene Road, Don Mills, Don Valley East, North York, Toronto, Golden Horseshoe, Ontario, M3C 2C3, Canada","(43.7283874, -79.34914879325001, 0.0)",43.7283874,-79.34914879325001,0.0
8949,London,Coachella expected to postpone until October over coronavirus fears https://t.co/ndHaNLCHLx,"London, Greater London, England, SW1A 2DX, United Kingdom","(51.5073219, -0.1276474, 0.0)",51.5073219,-0.1276474,0.0
8966,Ongwediva 🇳🇦,Can't they give that cheap ass offer to people who are already infected?,"Ongwediva, Oshana Region, Namibia","(-17.776029, 15.759962590747756, 0.0)",-17.776029,15.759962590747756,0.0
8972,Holloway,Olympiakos (and Nottm Forest) owner Evangelos Marinakis has announced he's contracted coronavirus https://t.co/QsW1Qlxg1r,"Holloway, London Borough of Islington, London, Greater London, England, N7 6QA, United Kingdom","(51.5572453, -0.1183706, 0.0)",51.5572453,-0.1183706,0.0
8973,"Shrewsbury, UK",@tonyfiddler We know that Brexiters don't seem to care about the impact of Brexit on the most vulnerable in society… https://t.co/UNZBc0AL3Y,"Shrewsbury, Shropshire, West Midlands, England, SY1 1JZ, United Kingdom","(52.707755, -2.7540658, 0.0)",52.707755,-2.7540658,0.0
8974,"Baltimore, Maryland","Pearl Jam cancels first leg of tour, including Baltimore show, amid coronavirus concerns
https://t.co/BaOuoyIsH7","Baltimore, Maryland, 21203, United States of America","(39.2908816, -76.610759, 0.0)",39.2908816,-76.610759,0.0
8980,"Rockford, IL","MONEY ON THE STOCK MARKET: The suggestion is to block out the short term noise, when it comes to something like the… https://t.co/MJ2DaBLXVP","Rockford, Winnebago County, Illinois, United States of America","(42.2713945, -89.093966, 0.0)",42.2713945,-89.093966,0.0
8990,"ÜT: 41.654712,-83.528995","Facts not Fear: As many people start to get sick with the flu or experience allergies, here's a look comparing the… https://t.co/bdSNh68ikt","The University of Toledo, 2801, Densmore Drive, Indian Hills, Toledo, Lucas County, Ohio, 43606, United States of America","(41.6582432, -83.61478734161769, 0.0)",41.6582432,-83.61478734161769,0.0
8993,Weston super Mare,@PureGym given the concern over Coronavirus are you intending improving the hygiene within your gyms ? Weston super… https://t.co/0HzFL2NfvM,"Weston-super-Mare, North Somerset, South West England, England, BS23 1SL, United Kingdom","(51.3471927, -2.9778916, 0.0)",51.3471927,-2.9778916,0.0
8995,"Austin, TX","Someone within this administration wants to aid the spread of COVID-19 among immigrants. 

This isn't incompetence.… https://t.co/2SIL7qM9qU","Austin, Travis County, Texas, United States of America","(30.2711286, -97.7436995, 0.0)",30.2711286,-97.7436995,0.0
8997,"Athens, Georgia",Hall County Congressman Doug Collins says he is self-quarantining after coming into contact with a person who has t… https://t.co/uYuubNLMNC,"Athens, Athens-Clarke County, Georgia, 303341458, United States of America","(33.9597677, -83.376398, 0.0)",33.9597677,-83.376398,0.0
8999,"Chicago, IL","Employers separate their teams, require personal #travel disclosures and offer cash for supplies... #coronavirus… https://t.co/fZzr249pAI","Chicago, Cook County, Illinois, United States of America","(41.8755616, -87.6244212, 0.0)",41.8755616,-87.6244212,0.0
9000,An igloo,"@Ohmwrecker 1. The end of the coronavirus, so I don’t have to hear about it
2. Unlimited cheesecake 
3. The ability… https://t.co/hTl03STlx9","Civic Arena, Wylie Avenue, Middle Hill, Pittsburgh, Allegheny County, Pennsylvania, 15219, United States of America","(40.4417509, -79.99009095074844, 0.0)",40.4417509,-79.99009095074844,0.0
9004,"Alabama, USA",Not me,"Alabama, United States of America","(33.2588817, -86.8295337, 0.0)",33.2588817,-86.8295337,0.0
9009,"East Coast, USA",Trump 'fears journalists will get coronavirus to pass it on to him' https://t.co/no8sSQWkBh,"East Coast, Marlton Pike, Marlton, Camden, Camden County, New Jersey, 08105, United States of America","(39.94236755, -75.08758735, 0.0)",39.94236755,-75.08758735,0.0
9018,Toronto,"Businesses lean on remote work, digital collaboration as coronavirus impact felt worldwide https://t.co/OLNuawQ4Jc","Toronto, Golden Horseshoe, Ontario, M6K 1X9, Canada","(43.653963, -79.387207, 0.0)",43.653963,-79.387207,0.0
9023,"Connecticut, USA",@realDonaldTrump And your handling of the coronavirus.,"Connecticut, United States of America","(41.6500201, -72.7342163, 0.0)",41.6500201,-72.7342163,0.0
9025,"Pottstown, PA","7 people test presumptive positive for coronavirus in Montgomery County
https://t.co/Bgh0jRixjW","Pottstown, Montgomery County, Pennsylvania, United States of America","(40.2452976, -75.6496424, 0.0)",40.2452976,-75.6496424,0.0
9031,"Arizona, USA",Should employers provide more paid sick leave in response to the Coronavirus? Let us know what you think. Text Team… https://t.co/IURRfrmpWX,"Arizona, United States of America","(34.395342, -111.7632755, 0.0)",34.395342,-111.7632755,0.0
9037,"Zurich, Switzerland",These #COVID19 #Infographics by @infobeautiful are BEAUTIFUL. This is from China CDC’s Novel Coronavirus Pneumonia… https://t.co/rErOWUEN6s,"Zürich, Bezirk Zürich, Zürich, Switzerland","(47.3723941, 8.5423328, 0.0)",47.3723941,8.5423328,0.0
9038,"Madison, WI",Join me on my Facebook page I am going to be #LIVE with Dr. Pothof from @UWHealth breaking down all the facts and m… https://t.co/JcUdfJaqIk,"Madison, Dane County, Wisconsin, United States of America","(43.074761, -89.3837613, 0.0)",43.074761,-89.3837613,0.0
9042,"New York, NY","As testing expands, the number of confirmed coronavirus cases will head higher, but care needs to be taken in analy… https://t.co/9nw8qNkzi3","New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152,0.0
9045,"Lawrenceville, Georgia",Four American sports leagues announced Monday that only players and essential employees of teams with be allowed in… https://t.co/SOewdSBTvy,"Lawrenceville, Gwinnett County, Georgia, United States of America","(33.9562149, -83.9879625, 0.0)",33.9562149,-83.9879625,0.0
9052,"Chicago, IL","Igor Koralnik, MD, (@IgorKoralnik) discusses the proper precautions you should take to avoid contracting… https://t.co/hqQTfOp1I3","Chicago, Cook County, Illinois, United States of America","(41.8755616, -87.6244212, 0.0)",41.8755616,-87.6244212,0.0
9055,"Shreveport, LA",Deep cleaning throughout the day. That's what SporTran says their doing to keep you safe in case of a Coronavirus o… https://t.co/yrBAjfRChn,"Shreveport, Caddo Parish, Louisiana, United States of America","(32.5221828, -93.7651944, 0.0)",32.5221828,-93.7651944,0.0
9061,"New York, NY","""How will an epidemic be contained if half the people infected can’t afford medicines or hospital care? That’s the… https://t.co/bY6Y1GTZrT","New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152,0.0
9062,"New York, NY",Prisons and jails are vulnerable to COVID-19 outbreaks https://t.co/O8NsNogqTM via @Verge,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152,0.0
9064,"Victoria, Australia","Hang em out to dry,throw them under the bus,let them eat ramen,force them to beg etc","Victoria, Australia","(-36.5986096, 144.6780052, 0.0)",-36.5986096,144.6780052,0.0
9068,United States,WWE Introduces “No Touching” Policy https://t.co/YbH9U5X6JH,United States,"(39.7837304, -100.4458825, 0.0)",39.7837304,-100.4458825,0.0
9082,United Kingdom,"Melissa is trapped in Italy and her friend died on Saturday, but because of the ban on public gatherings due to cor… https://t.co/FkrgYqA6UO",United Kingdom,"(54.7023545, -3.2765753, 0.0)",54.7023545,-3.2765753,0.0
9094,"Rockland County, NY",* NY Now Has Most Coronavirus Cases Of Any State In US *  The statewide total of positive #COVID19 cases in New Yor… https://t.co/R5wYLNtvjB,"Rockland County, New York, United States of America","(41.1519319, -74.0357266, 0.0)",41.1519319,-74.0357266,0.0
9095,"Nottingham, UK","Wow-that was a busy show!
* 9⃣ @ 9⃣ (1979) ✅
* Coronavirus latest-impact on wedding season/going cashless ✅
* award… https://t.co/PJn8UH2qsi","City of Nottingham, East Midlands, England, United Kingdom","(52.9534193, -1.1496461, 0.0)",52.9534193,-1.1496461,0.0
9097,"London, England","Apple reportedly offers retail workers unlimited sick leave for coronavirus symptoms     - CNET 
 https://t.co/i8Aq8KGCPF","London, Greater London, England, SW1A 2DX, United Kingdom","(51.5073219, -0.1276474, 0.0)",51.5073219,-0.1276474,0.0
9099,"L.A, California ",NASA center in California issues mandatory work-from-home order after employee tests positive for coronavirus. https://t.co/8qRHjTSJjm,"California, Provincia Abel Iturralde, La Paz, Bolivia","(-13.8305495, -67.9369135, 0.0)",-13.8305495,-67.9369135,0.0
9109,"Chicago, IL","Efforts to contain the coronavirus, such as travel restrictions, quarantines, and factory closures, have weighed on… https://t.co/sq8AjRaymN","Chicago, Cook County, Illinois, United States of America","(41.8755616, -87.6244212, 0.0)",41.8755616,-87.6244212,0.0
9110,National Capital Region,"""It's a pain in the neck,"" Madrid parents say as schools shut over coronavirus https://t.co/q4mBTWJxEU","Metro Manila, Philippines","(14.5736108, 121.0329706, 0.0)",14.5736108,121.0329706,0.0
9114,"Chicago, IL","Good morning, Chicago. Here are some top stories to start your day:
-Pritzker issues disaster proclamation over cor… https://t.co/OhnI20qhXJ","Chicago, Cook County, Illinois, United States of America","(41.8755616, -87.6244212, 0.0)",41.8755616,-87.6244212,0.0
9123,Internet,"Coronavirus: RBS to allow customers to defer mortgage payments
https://t.co/5ax77PbJi5
+1 UKBot #UK #news","Internet, Commune de Saint Michel de l'Attalaye, Arrondissement de Marmelade, Département de l'Artibonite, Haiti","(19.37218875, -72.33465445105234, 0.0)",19.37218875,-72.33465445105234,0.0
9124,"Cary, NC","Good, thoughtful work, @Humana!

Waiving fees for telemedic visits &amp; approved Coronavirus testing for existing clients.","Cary, Wake County, North Carolina, United States of America","(35.7883046, -78.7811964, 0.0)",35.7883046,-78.7811964,0.0
9131,"Norwich, UK",CDC: Americans in vulnerable groups should stock up on food and medications and avoid venturing out as the coronavi… https://t.co/J7i5s7b5qp,"Norwich, Norfolk, East of England, England, United Kingdom","(52.628606, 1.29227, 0.0)",52.628606,1.29227,0.0
9132,"Reading, UK",Oak Ridge National Laboratory Scientists Identify Compounds That Could Shed More Light on the Coronavirus https://t.co/6ObnCEBVIG,"Reading, South East, England, United Kingdom","(51.45149525, -0.9836342499365378, 0.0)",51.45149525,-0.9836342499365378,0.0
9133,United Kingdom,Fed up with people whose main interest is to raise their profile talking about coronavirus? Want to hear from actua… https://t.co/jyGmW8nlHu,United Kingdom,"(54.7023545, -3.2765753, 0.0)",54.7023545,-3.2765753,0.0
9152,"Roanoke, Virginia",How are Wells Fargo Investment Institute and Wells Fargo Securities adjusting  2020 forecasts to reflect the impact… https://t.co/XXReBzAEcQ,"Roanoke, Roanoke (city), Virginia, 24011, United States of America","(37.270973, -79.9414313, 0.0)",37.270973,-79.9414313,0.0
9159,"Seattle, WA","Tracking #coronavirus from the @KIRO7Seattle Live Desk — more headlines, new changes? I’ve got you this AM to ensur… https://t.co/WnC8I3UJfb","Seattle, King County, Washington, United States of America","(47.6038321, -122.3300624, 0.0)",47.6038321,-122.3300624,0.0
9163,"Chicago, IL","“Kissing is frowned upon in the age of the coronavirus, but you might want to think about kissing goodbye to the lo… https://t.co/0zO5qkHB2z","Chicago, Cook County, Illinois, United States of America","(41.8755616, -87.6244212, 0.0)",41.8755616,-87.6244212,0.0
9165,València,from now on this is a coronavirus stan account,"València, Comarca de València, València / Valencia, Comunitat Valenciana, España","(39.4699014, -0.3759513, 0.0)",39.4699014,-0.3759513,0.0
9175,"Glasgow, S******d",This makes me more anxious not less.,"Glasgow, Glasgow City, Scotland, G2 9SA, United Kingdom","(55.8609825, -4.2488787, 0.0)",55.8609825,-4.2488787,0.0
9178,"New York, NY","My friend’s in a hospital and didn’t even travel.  I need something less Reuters please.

They want people without… https://t.co/nr6NHYGGxm","New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152,0.0
9183,"Brooklyn, NY, US, 11204","Coronavirus and the karmic interconnectedness of humans, animals https://t.co/3VGdIHzBlw","Brooklyn, Kings County, New York, United States of America","(40.6501038, -73.9495823, 0.0)",40.6501038,-73.9495823,0.0
9200,"Johannesburg, South Africa",La Liga confirm their next two rounds of fixtures will be played behind closed doors due to the coronavirus outbreak.,"Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa","(-26.205, 28.049722, 0.0)",-26.205,28.049722,0.0
9211,"Leicester, England",Washing hands in soap and hot water is a good preventative to diseases spreading and is very effective. If you're w… https://t.co/dxktzFt5u8,"Leicester, East Midlands, England, LE1 5YA, United Kingdom","(52.6361398, -1.1330789, 0.0)",52.6361398,-1.1330789,0.0
9229,Canada,Stfu about coronavirus pls,Canada,"(61.0666922, -107.9917071, 0.0)",61.0666922,-107.9917071,0.0
9232,"Chicago, IL","🌎: Coronavirus!! 
Me to the cheap flights: 🎶 I’m young and healthy; and you’ve got chaaarm!🎶","Chicago, Cook County, Illinois, United States of America","(41.8755616, -87.6244212, 0.0)",41.8755616,-87.6244212,0.0
9236,UK,Royal Bank of Scotland defers mortgage payments for customers hit by coronavirus https://t.co/ETarCslF33 via @MetroUK,United Kingdom,"(54.7023545, -3.2765753, 0.0)",54.7023545,-3.2765753,0.0
9238,Brigham and Women's Hospital,Coronavirus spending: an expense — or an investment? - STAT https://t.co/oSbFP1FEkg,"Brigham and Women's Hospital, 75, Francis Street, Audubon Square, Fenway, Boston, Suffolk County, Massachusetts, 02115, United States of America","(42.335679999999996, -71.1060436296658, 0.0)",42.335679999999996,-71.1060436296658,0.0
9264,"Toronto, Ontario",@DrJayDrNo Never mind the coronavirus watch out for rabies,"Toronto, Golden Horseshoe, Ontario, M6K 1X9, Canada","(43.653963, -79.387207, 0.0)",43.653963,-79.387207,0.0
9266,SWFL,@RollingLoud what’s the deal with Miami and coronavirus? Before I book hotel n shit..,"What’s Up SWFL, 8359, Beacon Boulevard, Fort Myers Villas, Villas, Lee County, Florida, 33907, United States of America","(26.571249, -81.8683533, 0.0)",26.571249,-81.8683533,0.0
